###############2021.07.25 - 18.28.50###############
step size(xStep:25,yStep:25) xlim:(-10,264), ylim:(0,213)
-10	0	0.01
-10	25	0.06
-10	50	0.09
-10	75	0.12
-10	100	0.13
-10	125	0.09
-10	150	0.09
-10	175	0.05
-10	200	0.03
15	200	0.06
15	175	0.06
15	150	0.08
15	125	0.10
15	100	0.12
15	75	0.12
15	50	0.09
15	25	0.05
15	0	-0.01
40	0	0.02
40	25	0.08
40	50	0.12
40	75	0.14
40	100	0.14
40	125	0.11
40	150	0.10
40	175	0.08
40	200	0.04
65	200	0.04
65	175	0.07
65	150	0.09
65	125	0.11
65	100	0.11
65	75	0.12
65	50	0.10
65	25	0.07
65	0	0.01
90	0	0.04
90	25	0.09
90	50	0.11
90	75	0.13
90	100	0.13
90	125	0.11
90	150	0.09
90	175	0.07
90	200	0.03
115	200	0.01
115	175	0.03
115	150	0.24
115	125	0.08
115	100	0.08
115	75	0.07
115	50	0.06
115	25	0.04
115	0	0.00
140	0	0.02
140	25	0.04
140	50	0.07
140	75	0.08
140	100	0.08
140	125	0.06
140	150	0.05
140	175	0.03
140	200	0.01
165	200	-0.02
165	175	0.64
165	150	0.00
165	125	0.00
165	100	0.01
165	75	0.04
165	50	0.48
165	25	0.06
165	0	-0.01
190	0	-0.01
190	25	0.02
190	50	0.02
190	75	0.02
190	100	0.03
190	125	0.01
190	150	0.02
190	175	0.00
190	200	-0.05
215	200	-0.05
215	175	-0.04
215	150	-0.03
215	125	-0.01
215	100	-0.02
215	75	-0.02
215	50	-0.02
215	25	-0.02
215	0	-0.02
240	0	-0.03
240	25	-0.03
240	50	-0.06
240	75	-0.06
240	100	-0.07
240	125	-0.06
240	150	-0.07
240	175	-0.07
240	200	-0.08
