###############2021.07.27 - 18.35.36###############
step size(xStep:10,yStep:10) xlim:(-10,264), ylim:(0,213)
-10	0	-0.07
-10	10	-0.06
-10	20	-0.05
-10	30	-0.05
-10	40	-0.03
-10	50	-0.01
-10	60	-0.03
-10	70	-0.03
-10	80	-0.03
-10	90	-0.04
-10	100	-0.04
-10	110	-0.07
-10	120	-0.09
-10	130	-0.10
-10	140	-0.12
-10	150	-0.12
-10	160	-0.13
-10	170	-0.14
-10	180	-0.15
-10	190	-0.15
-10	200	-0.17
-10	210	-0.19
0	210	-0.19
0	200	-0.17
0	190	-0.17
0	180	-0.14
0	170	-0.14
0	160	-0.13
0	150	-0.12
0	140	-0.11
0	130	-0.11
0	120	-0.09
0	110	-0.08
0	100	-0.05
0	90	-0.05
0	80	-0.04
0	70	-0.04
0	60	-0.03
0	50	-0.03
0	40	-0.04
0	30	-0.04
0	20	-0.05
0	10	-0.07
0	0	-0.08
10	0	-0.08
10	10	-0.07
10	20	-0.06
10	30	-0.04
10	40	-0.03
10	50	-0.03
10	60	-0.01
10	70	-0.03
10	80	-0.04
10	90	-0.04
10	100	-0.04
10	110	-0.07
10	120	-0.08
10	130	-0.10
10	140	-0.11
10	150	-0.11
10	160	-0.13
10	170	-0.13
10	180	-0.15
10	190	-0.17
10	200	-0.19
10	210	-0.20
20	210	-0.20
20	200	-0.19
20	190	-0.16
20	180	-0.16
20	170	-0.16
20	160	-0.13
20	150	-0.13
20	140	-0.11
20	130	-0.11
20	120	-0.09
20	110	-0.07
20	100	-0.06
20	90	-0.05
20	80	-0.05
20	70	-0.04
20	60	-0.04
20	50	-0.04
20	40	-0.04
20	30	-0.06
20	20	-0.06
20	10	-0.08
20	0	-0.08
30	0	-0.08
30	10	-0.08
30	20	-0.07
30	30	-0.05
30	40	-0.04
30	50	-0.03
30	60	-0.04
30	70	-0.04
30	80	-0.04
30	90	-0.04
30	100	-0.06
30	110	-0.07
30	120	-0.09
30	130	-0.10
30	140	-0.11
30	150	-0.12
30	160	-0.14
30	170	-0.15
30	180	-0.15
30	190	-0.18
30	200	-0.20
30	210	-0.21
40	210	-0.22
40	200	-0.21
40	190	-0.19
40	180	-0.17
40	170	-0.15
40	160	-0.15
40	150	-0.13
40	140	-0.12
40	130	-0.11
40	120	-0.09
40	110	-0.08
40	100	-0.06
40	90	-0.06
40	80	-0.05
40	70	-0.05
40	60	-0.05
40	50	-0.04
40	40	-0.05
40	30	-0.05
40	20	-0.07
40	10	-0.08
40	0	-0.10
50	0	-0.10
50	10	-0.10
50	20	-0.07
50	30	-0.06
50	40	-0.06
50	50	-0.05
50	60	-0.04
50	70	-0.05
50	80	-0.07
50	90	-0.06
50	100	-0.06
50	110	-0.08
50	120	-0.09
50	130	-0.10
50	140	-0.13
50	150	-0.14
50	160	-0.15
50	170	-0.16
50	180	-0.17
50	190	-0.19
50	200	-0.22
50	210	-0.24
60	210	-0.25
60	200	-0.23
60	190	-0.21
60	180	-0.19
60	170	-0.18
60	160	-0.16
60	150	-0.15
60	140	-0.13
60	130	-0.12
60	120	-0.11
60	110	-0.09
60	100	-0.09
60	90	-0.07
60	80	-0.08
60	70	-0.07
60	60	-0.07
60	50	-0.07
60	40	-0.07
60	30	-0.07
60	20	-0.08
60	10	-0.10
60	0	-0.11
70	0	-0.11
70	10	-0.11
70	20	-0.09
70	30	-0.08
70	40	-0.06
70	50	-0.06
70	60	-0.06
70	70	-0.06
70	80	-0.07
70	90	-0.07
70	100	-0.07
70	110	-0.09
70	120	-0.11
70	130	-0.12
70	140	-0.14
70	150	-0.15
70	160	-0.16
70	170	-0.18
70	180	-0.18
70	190	-0.21
70	200	-0.23
70	210	-0.25
80	210	-0.26
80	200	-0.25
80	190	-0.22
80	180	-0.20
80	170	-0.19
80	160	-0.17
80	150	-0.16
80	140	-0.14
80	130	-0.13
80	120	-0.12
80	110	-0.10
80	100	-0.09
80	90	-0.09
80	80	-0.09
80	70	-0.08
80	60	-0.08
80	50	-0.08
80	40	-0.08
80	30	-0.08
80	20	-0.10
80	10	-0.10
80	0	-0.12
90	0	-0.12
90	10	-0.10
90	20	-0.09
90	30	-0.08
90	40	-0.08
90	50	-0.08
90	60	-0.08
90	70	-0.07
90	80	-0.08
90	90	-0.08
90	100	-0.09
90	110	-0.11
90	120	-0.12
90	130	-0.14
90	140	-0.15
90	150	-0.15
90	160	-0.16
90	170	-0.18
90	180	-0.21
90	190	-0.21
90	200	-0.24
90	210	-0.27
100	210	-0.29
100	200	-0.27
100	190	-0.25
100	180	-0.23
100	170	-0.21
100	160	-0.20
100	150	-0.18
100	140	-0.16
100	130	-0.16
100	120	-0.14
100	110	-0.12
100	100	-0.12
100	90	-0.11
100	80	-0.10
100	70	-0.10
100	60	-0.10
100	50	-0.10
100	40	-0.10
100	30	-0.10
100	20	-0.11
100	10	-0.13
100	0	-0.14
110	0	-0.14
110	10	-0.13
110	20	-0.13
110	30	-0.11
110	40	-0.11
110	50	-0.11
110	60	-0.10
110	70	-0.11
110	80	-0.11
110	90	-0.12
110	100	-0.12
110	110	-0.13
110	120	-0.15
110	130	-0.16
110	140	-0.17
110	150	-0.19
110	160	-0.20
110	170	-0.22
110	180	-0.23
110	190	-0.26
110	200	-0.27
110	210	-0.30
120	210	-0.32
120	200	-0.30
120	190	-0.28
120	180	-0.25
120	170	-0.25
120	160	-0.22
120	150	-0.20
120	140	-0.18
120	130	-0.17
120	120	-0.16
120	110	-0.14
120	100	-0.13
120	90	-0.13
120	80	-0.13
120	70	-0.12
120	60	-0.11
120	50	-0.11
120	40	-0.11
120	30	-0.12
120	20	-0.13
120	10	-0.13
120	0	-0.14
130	0	-0.15
130	10	-0.14
130	20	-0.15
130	30	-0.12
130	40	-0.13
130	50	-0.13
130	60	-0.13
130	70	-0.13
130	80	-0.13
130	90	-0.13
130	100	-0.14
130	110	-0.16
130	120	-0.17
130	130	-0.18
130	140	-0.20
130	150	-0.20
130	160	-0.22
130	170	-0.24
130	180	-0.26
130	190	-0.28
130	200	-0.30
130	210	-0.32
140	210	-0.34
140	200	-0.33
140	190	-0.31
140	180	-0.28
140	170	-0.26
140	160	-0.25
140	150	-0.23
140	140	-0.21
140	130	-0.21
