###############2021.07.28 - 18.50.35###############
step size(xStep:10,yStep:10) xlim:(-10,264), ylim:(0,213)
-10	0	-0.05
-10	10	-0.05
-10	20	-0.03
-10	30	-0.02
-10	40	0.00
-10	50	0.00
-10	60	0.02
-10	70	0.02
-10	80	0.04
-10	90	0.04
-10	100	0.06
-10	110	0.05
-10	120	0.06
-10	130	0.05
-10	140	0.07
-10	150	0.09
-10	160	0.08
-10	170	0.05
-10	180	0.12
-10	190	0.11
-10	200	0.13
-10	210	0.12
0	210	0.12
0	200	0.12
0	190	0.11
0	180	0.11
0	170	0.09
0	160	0.09
0	150	0.09
0	140	0.08
0	130	0.06
0	120	0.06
0	110	0.06
0	100	0.06
0	90	0.05
0	80	0.04
0	70	0.03
0	60	0.02
0	50	0.00
0	40	0.00
0	30	-0.02
0	20	-0.03
0	10	-0.04
0	0	-0.06
10	0	-0.04
10	10	-0.03
10	20	0.00
10	30	0.01
10	40	0.02
10	50	0.03
10	60	0.05
10	70	0.00
10	80	0.06
10	90	0.07
10	100	0.09
10	110	0.09
10	120	0.08
10	130	0.10
10	140	0.10
10	150	0.11
10	160	0.11
10	170	0.12
10	180	0.13
10	190	0.14
10	200	0.14
10	210	0.14
20	210	0.15
20	200	0.14
20	190	0.14
20	180	0.28
20	170	0.13
20	160	0.12
20	150	0.12
20	140	0.12
20	130	0.09
20	120	0.10
20	110	0.10
20	100	0.10
20	90	0.09
20	80	0.08
20	70	0.07
20	60	0.05
20	50	0.00
20	40	0.03
20	30	0.02
20	20	0.00
20	10	-0.01
20	0	-0.03
30	0	-0.01
30	10	0.00
30	20	0.02
30	30	0.03
30	40	0.05
30	50	0.06
30	60	0.07
30	70	0.09
30	80	0.09
30	90	0.10
30	100	0.10
30	110	0.11
30	120	0.13
30	130	0.11
30	140	0.13
30	150	0.13
30	160	0.13
30	170	0.14
30	180	0.16
30	190	0.15
30	200	0.15
30	210	0.14
40	210	0.15
40	200	0.16
40	190	0.16
40	180	0.16
40	170	0.14
40	160	0.14
40	150	0.14
40	140	0.13
40	130	0.13
40	120	0.13
40	110	0.11
40	100	0.12
40	90	0.11
40	80	0.10
40	70	0.08
40	60	0.07
40	50	0.06
40	40	0.04
40	30	0.04
40	20	0.02
40	10	0.00
40	0	-0.01
50	0	0.00
50	10	0.02
50	20	0.04
50	30	0.05
50	40	0.07
50	50	0.08
50	60	0.09
50	70	0.10
50	80	0.11
50	90	0.12
50	100	0.14
50	110	0.15
50	120	0.14
50	130	0.14
50	140	0.14
50	150	0.15
50	160	0.15
50	170	0.16
50	180	0.16
50	190	0.16
50	200	0.16
50	210	0.14
60	210	0.15
60	200	0.16
60	190	0.16
60	180	0.16
60	170	0.15
60	160	0.15
60	150	0.15
60	140	0.15
60	130	0.13
60	120	0.14
60	110	0.14
60	100	0.52
60	90	0.12
60	80	0.11
60	70	0.09
60	60	0.08
60	50	0.07
60	40	0.06
60	30	0.04
60	20	0.03
60	10	0.02
60	0	-0.01
70	0	0.00
70	10	0.02
70	20	0.04
70	30	0.05
70	40	0.07
70	50	0.08
70	60	0.09
70	70	0.11
70	80	0.11
70	90	0.13
70	100	0.14
70	110	0.14
70	120	0.16
70	130	0.15
70	140	0.15
70	150	0.15
70	160	0.15
70	170	0.15
70	180	0.17
70	190	0.15
70	200	0.15
70	210	0.14
80	210	0.14
80	200	0.15
80	190	0.15
80	180	0.16
80	170	0.16
80	160	0.16
80	150	0.15
80	140	0.15
80	130	0.56
80	120	0.15
80	110	0.15
80	100	0.14
80	90	0.13
80	80	0.11
80	70	0.10
80	60	0.08
80	50	0.07
80	40	0.07
80	30	0.05
80	20	0.04
80	10	0.02
80	0	0.01
90	0	0.02
90	10	0.03
90	20	0.05
90	30	0.07
90	40	0.08
90	50	0.09
90	60	0.11
90	70	0.12
90	80	0.14
90	90	0.14
90	100	0.16
90	110	0.16
90	120	0.16
90	130	0.16
90	140	0.16
90	150	0.17
90	160	0.16
90	170	0.17
90	180	0.17
90	190	0.16
90	200	0.16
90	210	0.14
100	210	0.14
100	200	0.15
100	190	0.15
100	180	0.16
100	170	0.16
100	160	0.16
100	150	0.16
100	140	0.16
100	130	0.16
100	120	0.16
100	110	0.16
100	100	0.03
100	90	0.14
100	80	0.13
100	70	0.11
100	60	0.09
100	50	0.07
100	40	0.08
100	30	0.06
100	20	0.04
100	10	0.02
100	0	0.00
110	0	0.02
110	10	0.02
110	20	0.05
110	30	0.07
110	40	0.08
110	50	0.10
110	60	0.10
110	70	0.12
110	80	0.13
110	90	0.14
110	100	0.16
110	110	0.16
110	120	0.16
110	130	0.16
110	140	0.16
110	150	0.16
110	160	0.16
110	170	0.16
110	180	0.16
110	190	0.16
110	200	0.15
110	210	0.15
120	210	0.14
120	200	0.14
120	190	0.16
120	180	0.16
120	170	0.16
120	160	0.16
120	150	0.16
120	140	0.16
120	130	0.17
120	120	0.15
120	110	0.16
120	100	0.16
120	90	0.14
120	80	0.14
120	70	0.11
120	60	0.10
120	50	0.02
120	40	0.08
120	30	0.07
120	20	0.06
120	10	0.04
120	0	0.01
130	0	0.01
130	10	0.03
130	20	0.05
130	30	0.06
130	40	0.08
130	50	0.09
130	60	0.10
130	70	0.12
130	80	0.13
130	90	0.14
130	100	0.15
130	110	0.15
130	120	0.16
130	130	0.15
130	140	0.16
130	150	0.16
130	160	0.15
130	170	0.16
130	180	0.15
130	190	0.15
130	200	0.14
130	210	0.13
140	210	0.13
140	200	0.15
140	190	0.15
140	180	0.15
140	170	0.16
140	160	0.16
140	150	0.17
140	140	0.16
140	130	0.17
140	120	0.17
140	110	0.17
140	100	0.15
140	90	0.15
140	80	0.13
140	70	0.12
140	60	0.10
140	50	0.09
140	40	0.08
140	30	0.07
140	20	0.05
140	10	0.04
140	0	0.02
150	0	0.03
150	10	0.05
150	20	0.06
150	30	0.08
150	40	0.09
150	50	0.10
150	60	0.11
150	70	0.13
150	80	0.14
150	90	0.15
150	100	0.17
150	110	0.17
150	120	0.17
150	130	0.18
150	140	0.17
150	150	0.16
150	160	0.17
150	170	0.16
150	180	0.17
150	190	0.17
150	200	0.14
150	210	0.15
160	210	0.14
160	200	0.14
160	190	0.16
160	180	0.15
160	170	0.15
160	160	0.15
160	150	0.15
160	140	0.17
160	130	0.16
160	120	0.17
160	110	0.16
